INFO:0 seconds: server-8 goes online
INFO:0 seconds: server-7 goes online
INFO:0 seconds: server-0 goes online
INFO:0 seconds: server-1 goes online
INFO:0 seconds: server-9 goes online
INFO:0 seconds: client-0 goes online
INFO:0 seconds: server-4 goes online
INFO:0 seconds: server-2 goes online
INFO:0 seconds: server-3 goes online
INFO:0 seconds: server-5 goes online
INFO:0 seconds: server-6 goes online
INFO:4 minutes and 28.44 seconds: BlockBackupComplete from client-0 to server-0
INFO:4 minutes and 28.44 seconds: client-0: 10 local blocks, 1 backed up blocks, 0 remote blocks held
INFO:4 minutes and 28.44 seconds: server-0: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:8 minutes and 56.87 seconds: BlockBackupComplete from client-0 to server-1
INFO:8 minutes and 56.87 seconds: client-0: 10 local blocks, 2 backed up blocks, 0 remote blocks held
INFO:8 minutes and 56.87 seconds: server-1: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:13 minutes and 25.31 seconds: BlockBackupComplete from client-0 to server-2
INFO:13 minutes and 25.31 seconds: client-0: 10 local blocks, 3 backed up blocks, 0 remote blocks held
INFO:13 minutes and 25.31 seconds: server-2: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:17 minutes and 53.74 seconds: BlockBackupComplete from client-0 to server-3
INFO:17 minutes and 53.74 seconds: client-0: 10 local blocks, 4 backed up blocks, 0 remote blocks held
INFO:17 minutes and 53.74 seconds: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:22 minutes and 22.18 seconds: BlockBackupComplete from client-0 to server-4
INFO:22 minutes and 22.18 seconds: client-0: 10 local blocks, 5 backed up blocks, 0 remote blocks held
INFO:22 minutes and 22.18 seconds: server-4: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:26 minutes and 50.61 seconds: BlockBackupComplete from client-0 to server-5
INFO:26 minutes and 50.61 seconds: client-0: 10 local blocks, 6 backed up blocks, 0 remote blocks held
INFO:26 minutes and 50.61 seconds: server-5: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:31 minutes and 19.05 seconds: BlockBackupComplete from client-0 to server-6
INFO:31 minutes and 19.05 seconds: client-0: 10 local blocks, 7 backed up blocks, 0 remote blocks held
INFO:31 minutes and 19.05 seconds: server-6: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:35 minutes and 47.48 seconds: BlockBackupComplete from client-0 to server-7
INFO:35 minutes and 47.48 seconds: client-0: 10 local blocks, 8 backed up blocks, 0 remote blocks held
INFO:35 minutes and 47.48 seconds: server-7: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:40 minutes and 15.92 seconds: BlockBackupComplete from client-0 to server-8
INFO:40 minutes and 15.92 seconds: client-0: 10 local blocks, 9 backed up blocks, 0 remote blocks held
INFO:40 minutes and 15.92 seconds: server-8: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:44 minutes and 44.35 seconds: BlockBackupComplete from client-0 to server-9
INFO:44 minutes and 44.35 seconds: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:44 minutes and 44.35 seconds: server-9: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:6 hours, 35 minutes and 16.47 seconds: client-0 goes offline
INFO:3 weeks, 6 days and 20 hours: server-2 goes online
INFO:4 weeks, 16 hours and 57 minutes: client-0 goes online
INFO:4 weeks, 23 hours and 19 minutes: client-0 goes offline
INFO:4 weeks, 1 day and 14 hours: client-0 goes online
INFO:4 weeks, 2 days and 9 hours: client-0 goes offline
INFO:4 weeks, 2 days and 20 hours: client-0 goes online
INFO:4 weeks, 3 days and 3 hours: client-0 goes offline
INFO:4 weeks, 3 days and 9 hours: client-0 goes online
INFO:4 weeks, 3 days and 16 hours: client-0 goes offline
INFO:4 weeks, 5 days and 5 hours: server-1 goes offline
INFO:4 weeks, 5 days and 8 hours: server-1 goes online
INFO:4 weeks, 5 days and 9 hours: client-0 goes online
INFO:4 weeks, 5 days and 16 hours: client-0 goes offline
INFO:5 weeks, 7 hours and 34 minutes: server-4 goes offline
INFO:5 weeks, 9 hours and 4 minutes: server-4 goes online
INFO:5 weeks, 15 hours and 49 minutes: client-0 goes online
INFO:5 weeks, 23 hours and 31 minutes: server-0 goes offline
INFO:5 weeks, 1 day and 47 minutes: server-0 goes online
INFO:5 weeks, 1 day and 8 hours: client-0 goes offline
INFO:5 weeks, 1 day and 18 hours: server-3 goes offline
INFO:5 weeks, 1 day and 19 hours: server-3 goes online
INFO:5 weeks, 1 day and 20 hours: client-0 goes online
INFO:5 weeks, 2 days and 9 hours: client-0 goes offline
INFO:5 weeks, 3 days and 1 hour: client-0 goes online
INFO:5 weeks, 3 days and 2 hours: client-0 goes offline
INFO:5 weeks, 4 days and 2 hours: client-0 goes online
INFO:5 weeks, 4 days and 2 hours: client-0 goes offline
INFO:5 weeks, 4 days and 8 hours: client-0 goes online
INFO:5 weeks, 4 days and 10 hours: client-0 goes offline
INFO:5 weeks, 5 days and 2 hours: client-0 goes online
INFO:5 weeks, 5 days and 11 hours: server-3 fails
INFO:5 weeks, 5 days and 11 hours: client-0 goes offline
INFO:5 weeks, 5 days and 17 hours: client-0 goes online
INFO:5 weeks, 5 days and 23 hours: server-3 recovers
INFO:5 weeks, 5 days and 23 hours: server-3 recovers
INFO:5 weeks, 5 days and 23 hours: server-3 goes online
INFO:5 weeks, 5 days and 23 hours: BlockBackupComplete from client-0 to server-3
INFO:5 weeks, 5 days and 23 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:5 weeks, 5 days and 23 hours: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:5 weeks, 6 days and 35 minutes: client-0 goes offline
INFO:6 weeks, 1 hour and 14 minutes: server-9 goes offline
INFO:6 weeks, 2 hours and 4 minutes: server-8 goes offline
INFO:6 weeks, 2 hours and 17 minutes: server-9 goes online
INFO:6 weeks, 3 hours and 9 minutes: server-8 goes online
INFO:6 weeks, 12 hours and 35 minutes: client-0 goes online
INFO:6 weeks, 18 hours and 21 minutes: client-0 goes offline
INFO:6 weeks, 1 day and 6 hours: client-0 goes online
INFO:6 weeks, 1 day and 14 hours: client-0 goes offline
INFO:6 weeks, 1 day and 21 hours: client-0 goes online
INFO:6 weeks, 2 days and 5 hours: client-0 goes offline
INFO:6 weeks, 3 days and 12 hours: client-0 goes online
INFO:6 weeks, 3 days and 21 hours: client-0 goes offline
INFO:6 weeks, 4 days and 13 hours: client-0 goes online
INFO:6 weeks, 4 days and 17 hours: client-0 goes offline
INFO:6 weeks, 5 days and 7 hours: client-0 goes online
INFO:6 weeks, 5 days and 10 hours: client-0 goes offline
INFO:6 weeks, 5 days and 10 hours: client-0 goes online
INFO:6 weeks, 5 days and 12 hours: client-0 goes offline
INFO:6 weeks, 6 days and 12 hours: client-0 goes online
INFO:6 weeks, 6 days and 23 hours: server-8 goes offline
INFO:7 weeks, 20 minutes and 4.49 seconds: server-8 goes online
INFO:7 weeks, 49 minutes and 40.76 seconds: server-6 goes offline
INFO:7 weeks, 2 hours and 7 minutes: server-6 goes online
INFO:7 weeks, 2 hours and 23 minutes: client-0 goes offline
INFO:7 weeks, 16 hours and 41 minutes: client-0 goes online
INFO:7 weeks, 21 hours and 34 minutes: client-0 goes offline
INFO:7 weeks, 1 day and 9 minutes: client-0 goes online
INFO:7 weeks, 1 day and 5 hours: client-0 goes offline
INFO:7 weeks, 1 day and 9 hours: client-0 goes online
INFO:7 weeks, 1 day and 18 hours: server-3 goes offline
INFO:7 weeks, 1 day and 21 hours: client-0 goes offline
INFO:7 weeks, 1 day and 23 hours: server-3 goes online
INFO:7 weeks, 2 days and 2 hours: client-0 goes online
INFO:7 weeks, 2 days and 7 hours: client-0 goes offline
INFO:7 weeks, 2 days and 8 hours: server-3 goes offline
INFO:7 weeks, 2 days and 9 hours: server-3 goes online
INFO:7 weeks, 3 days and 17 minutes: client-0 goes online
INFO:7 weeks, 3 days and 6 hours: client-0 goes offline
INFO:7 weeks, 3 days and 12 hours: client-0 goes online
INFO:7 weeks, 3 days and 20 hours: client-0 goes offline
INFO:7 weeks, 5 days and 9 hours: client-0 goes online
INFO:7 weeks, 6 days and 2 hours: client-0 goes offline
INFO:7 weeks, 6 days and 22 hours: server-7 goes offline
INFO:7 weeks, 6 days and 22 hours: server-7 goes online
INFO:8 weeks, 13 hours and 48 minutes: client-0 goes online
INFO:8 weeks, 15 hours and 22 minutes: server-3 goes offline
INFO:8 weeks, 16 hours and 44 minutes: server-3 goes online
INFO:8 weeks, 17 hours and 15 minutes: client-0 goes offline
INFO:8 weeks, 21 hours and 38 minutes: client-0 goes online
INFO:8 weeks, 23 hours and 38 minutes: client-0 goes offline
INFO:8 weeks, 1 day and 8 hours: client-0 goes online
INFO:8 weeks, 1 day and 9 hours: client-0 goes offline
INFO:8 weeks, 1 day and 21 hours: client-0 goes online
INFO:8 weeks, 2 days and 5 hours: client-0 goes offline
INFO:8 weeks, 2 days and 18 hours: client-0 goes online
INFO:8 weeks, 2 days and 23 hours: client-0 goes offline
INFO:8 weeks, 3 days and 17 hours: client-0 goes online
INFO:8 weeks, 3 days and 19 hours: client-0 goes offline
INFO:8 weeks, 3 days and 20 hours: client-0 goes online
INFO:8 weeks, 3 days and 20 hours: client-0 goes offline
INFO:8 weeks, 3 days and 22 hours: client-0 goes online
INFO:8 weeks, 4 days and 6 hours: client-0 goes offline
INFO:8 weeks, 4 days and 18 hours: client-0 goes online
INFO:8 weeks, 4 days and 20 hours: server-3 goes offline
INFO:8 weeks, 4 days and 23 hours: server-3 goes online
INFO:8 weeks, 4 days and 23 hours: client-0 goes offline
INFO:8 weeks, 5 days and 5 hours: client-0 goes online
INFO:8 weeks, 5 days and 8 hours: server-3 goes offline
INFO:8 weeks, 5 days and 9 hours: server-3 goes online
INFO:8 weeks, 5 days and 13 hours: client-0 goes offline
INFO:8 weeks, 6 days and 5 hours: client-0 goes online
INFO:8 weeks, 6 days and 7 hours: server-3 goes offline
INFO:8 weeks, 6 days and 7 hours: server-3 goes online
INFO:8 weeks, 6 days and 16 hours: client-0 goes offline
INFO:8 weeks, 6 days and 22 hours: server-7 goes offline
INFO:8 weeks, 6 days and 22 hours: server-7 goes online
INFO:8 weeks, 6 days and 22 hours: client-0 goes online
INFO:9 weeks, 1 hour and 14 minutes: client-0 goes offline
INFO:9 weeks, 2 hours and 42 minutes: client-0 goes online
INFO:9 weeks, 11 hours and 4 minutes: client-0 goes offline
INFO:9 weeks, 1 day and 7 hours: client-0 goes online
INFO:9 weeks, 2 days and 7 hours: client-0 goes offline
INFO:9 weeks, 2 days and 17 hours: client-0 goes online
INFO:9 weeks, 2 days and 21 hours: server-9 goes offline
INFO:9 weeks, 2 days and 22 hours: server-9 goes online
INFO:9 weeks, 3 days and 4 hours: client-0 goes offline
INFO:9 weeks, 6 days and 21 hours: client-0 goes online
INFO:10 weeks, 5 hours and 31 minutes: server-7 goes offline
INFO:10 weeks, 6 hours and 23 minutes: server-7 goes online
INFO:10 weeks, 22 hours and 59 minutes: client-0 goes offline
INFO:10 weeks, 1 day and 4 hours: client-0 goes online
INFO:10 weeks, 1 day and 8 hours: server-8 goes offline
INFO:10 weeks, 1 day and 9 hours: server-8 goes online
INFO:10 weeks, 1 day and 23 hours: client-0 goes offline
INFO:10 weeks, 2 days and 3 minutes: client-0 goes online
INFO:10 weeks, 2 days and 3 hours: client-0 goes offline
INFO:10 weeks, 4 days and 13 hours: server-7 goes offline
INFO:10 weeks, 4 days and 15 hours: server-7 goes online
INFO:10 weeks, 4 days and 16 hours: client-0 goes online
INFO:10 weeks, 4 days and 21 hours: client-0 goes offline
INFO:10 weeks, 5 days and 14 hours: server-1 goes offline
INFO:10 weeks, 5 days and 16 hours: client-0 goes online
INFO:10 weeks, 6 days and 13 minutes: server-1 goes online
INFO:10 weeks, 6 days and 47 minutes: client-0 goes offline
INFO:10 weeks, 6 days and 2 hours: client-0 goes online
INFO:10 weeks, 6 days and 7 hours: server-6 fails
INFO:10 weeks, 6 days and 10 hours: client-0 goes offline
INFO:10 weeks, 6 days and 14 hours: client-0 goes online
INFO:10 weeks, 6 days and 15 hours: server-0 goes offline
INFO:10 weeks, 6 days and 17 hours: server-0 goes online
INFO:10 weeks, 6 days and 20 hours: server-6 recovers
INFO:10 weeks, 6 days and 20 hours: server-6 recovers
INFO:10 weeks, 6 days and 20 hours: server-6 goes online
INFO:10 weeks, 6 days and 21 hours: BlockBackupComplete from client-0 to server-6
INFO:10 weeks, 6 days and 21 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:10 weeks, 6 days and 21 hours: server-6: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:11 weeks, 2 hours and 24 minutes: client-0 goes offline
INFO:11 weeks, 5 hours and 34 minutes: client-0 goes online
INFO:11 weeks, 18 hours and 21 minutes: client-0 goes offline
INFO:11 weeks, 1 day and 2 hours: client-0 goes online
INFO:11 weeks, 1 day and 8 hours: client-0 goes offline
INFO:11 weeks, 2 days and 1 hour: client-0 goes online
INFO:11 weeks, 2 days and 5 hours: server-8 goes offline
INFO:11 weeks, 2 days and 7 hours: client-0 goes offline
INFO:11 weeks, 2 days and 7 hours: server-8 goes online
INFO:11 weeks, 2 days and 9 hours: server-2 goes offline
INFO:11 weeks, 2 days and 10 hours: server-2 goes online
INFO:11 weeks, 2 days and 20 hours: server-0 goes offline
INFO:11 weeks, 2 days and 23 hours: server-0 goes online
INFO:11 weeks, 3 days and 2 hours: server-8 fails
INFO:11 weeks, 3 days and 7 hours: client-0 goes online
INFO:11 weeks, 3 days and 8 hours: client-0 goes offline
INFO:11 weeks, 3 days and 13 hours: server-9 goes offline
INFO:11 weeks, 3 days and 14 hours: server-9 goes online
INFO:11 weeks, 4 days and 7 hours: server-8 recovers
INFO:11 weeks, 4 days and 7 hours: server-8 recovers
INFO:11 weeks, 4 days and 7 hours: server-8 goes online
INFO:11 weeks, 4 days and 9 hours: client-0 goes online
INFO:11 weeks, 4 days and 9 hours: BlockBackupComplete from client-0 to server-8
INFO:11 weeks, 4 days and 9 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:11 weeks, 4 days and 9 hours: server-8: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:11 weeks, 5 days and 2 hours: client-0 goes offline
INFO:11 weeks, 5 days and 3 hours: client-0 goes online
INFO:11 weeks, 5 days and 16 hours: client-0 goes offline
INFO:11 weeks, 6 days and 1 hour: client-0 goes online
INFO:11 weeks, 6 days and 8 hours: client-0 goes offline
INFO:11 weeks, 6 days and 17 hours: client-0 goes online
INFO:11 weeks, 6 days and 20 hours: client-0 goes offline
INFO:11 weeks, 6 days and 22 hours: client-0 goes online
INFO:12 weeks, 6 hours and 58 minutes: server-3 goes offline
INFO:12 weeks, 7 hours and 1 minute: server-3 goes online
INFO:12 weeks, 14 hours and 23 minutes: client-0 goes offline
INFO:12 weeks, 16 hours and 52 minutes: client-0 goes online
INFO:12 weeks, 1 day and 1 hour: client-0 goes offline
INFO:12 weeks, 1 day and 13 hours: client-0 goes online
INFO:12 weeks, 1 day and 20 hours: client-0 goes offline
INFO:12 weeks, 2 days and 11 hours: client-0 goes online
INFO:12 weeks, 2 days and 14 hours: client-0 goes offline
INFO:12 weeks, 2 days and 17 hours: client-0 goes online
INFO:12 weeks, 2 days and 20 hours: client-0 goes offline
INFO:12 weeks, 3 days and 23 hours: server-3 goes offline
INFO:12 weeks, 3 days and 23 hours: server-3 goes online
INFO:12 weeks, 4 days and 1 hour: server-3 fails
INFO:12 weeks, 4 days and 7 hours: client-0 goes online
INFO:12 weeks, 4 days and 19 hours: client-0 goes offline
INFO:12 weeks, 6 days and 12 hours: server-4 goes offline
INFO:12 weeks, 6 days and 15 hours: server-4 goes online
INFO:12 weeks, 6 days and 19 hours: client-0 goes online
INFO:12 weeks, 6 days and 22 hours: server-3 recovers
INFO:12 weeks, 6 days and 22 hours: server-3 recovers
INFO:12 weeks, 6 days and 22 hours: server-3 goes online
INFO:12 weeks, 6 days and 22 hours: BlockBackupComplete from client-0 to server-3
INFO:12 weeks, 6 days and 22 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:12 weeks, 6 days and 22 hours: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:13 weeks, 20 hours and 45 minutes: client-0 goes offline
INFO:13 weeks, 1 day and 9 hours: client-0 goes online
INFO:13 weeks, 1 day and 9 hours: client-0 goes offline
INFO:13 weeks, 1 day and 12 hours: server-8 goes offline
INFO:13 weeks, 1 day and 13 hours: server-8 goes online
INFO:13 weeks, 4 days and 21 hours: client-0 goes online
INFO:13 weeks, 5 days and 15 hours: client-0 goes offline
INFO:13 weeks, 6 days and 6 hours: client-0 goes online
INFO:13 weeks, 6 days and 7 hours: server-2 goes offline
INFO:13 weeks, 6 days and 7 hours: client-0 goes offline
INFO:13 weeks, 6 days and 9 hours: server-2 goes online
INFO:13 weeks, 6 days and 22 hours: client-0 goes online
INFO:14 weeks, 4 hours and 37 minutes: client-0 goes offline
INFO:14 weeks, 8 hours and 40 minutes: client-0 goes online
INFO:14 weeks, 18 hours and 48 minutes: client-0 goes offline
INFO:14 weeks, 21 hours and 16 minutes: server-5 goes offline
INFO:14 weeks, 21 hours and 19 minutes: server-5 goes online
INFO:14 weeks, 1 day and 3 hours: client-0 goes online
INFO:14 weeks, 1 day and 4 hours: client-0 goes offline
INFO:14 weeks, 1 day and 10 hours: server-8 goes offline
INFO:14 weeks, 1 day and 12 hours: client-0 goes online
INFO:14 weeks, 1 day and 14 hours: server-8 goes online
INFO:14 weeks, 2 days and 26 minutes: client-0 goes offline
INFO:14 weeks, 3 days and 7 minutes: client-0 goes online
INFO:14 weeks, 3 days and 9 hours: client-0 goes offline
INFO:14 weeks, 3 days and 16 hours: client-0 goes online
INFO:14 weeks, 3 days and 17 hours: server-5 goes offline
INFO:14 weeks, 3 days and 18 hours: server-5 goes online
INFO:14 weeks, 3 days and 21 hours: client-0 goes offline
INFO:14 weeks, 3 days and 23 hours: client-0 goes online
INFO:14 weeks, 4 days and 4 hours: client-0 goes offline
INFO:14 weeks, 4 days and 6 hours: server-8 goes offline
INFO:14 weeks, 4 days and 7 hours: server-8 goes online
INFO:14 weeks, 4 days and 10 hours: client-0 goes online
INFO:14 weeks, 4 days and 15 hours: client-0 goes offline
INFO:14 weeks, 4 days and 19 hours: client-0 goes online
INFO:14 weeks, 5 days and 9 hours: client-0 goes offline
INFO:14 weeks, 5 days and 12 hours: client-0 goes online
INFO:14 weeks, 6 days and 12 hours: client-0 goes offline
INFO:15 weeks, 16 hours and 13 minutes: client-0 goes online
INFO:15 weeks, 18 hours and 51 minutes: client-0 goes offline
INFO:15 weeks, 2 days and 8 hours: client-0 goes online
INFO:15 weeks, 3 days and 3 hours: client-0 goes offline
INFO:15 weeks, 3 days and 18 hours: client-0 goes online
INFO:15 weeks, 3 days and 19 hours: client-0 goes offline
INFO:15 weeks, 5 days and 13 hours: client-0 goes online
INFO:15 weeks, 5 days and 20 hours: client-0 goes offline
INFO:15 weeks, 6 days and 8 hours: client-0 goes online
INFO:15 weeks, 6 days and 9 hours: client-0 goes offline
INFO:16 weeks, 1 day and 3 hours: client-0 goes online
INFO:16 weeks, 1 day and 10 hours: client-0 goes offline
INFO:16 weeks, 1 day and 14 hours: server-7 goes offline
INFO:16 weeks, 1 day and 15 hours: server-7 goes online
INFO:16 weeks, 2 days and 2 hours: client-0 goes online
INFO:16 weeks, 2 days and 3 hours: client-0 goes offline
INFO:16 weeks, 2 days and 3 hours: client-0 goes online
INFO:16 weeks, 2 days and 4 hours: client-0 goes offline
INFO:16 weeks, 3 days and 4 hours: server-5 goes offline
INFO:16 weeks, 3 days and 6 hours: server-5 goes online
INFO:16 weeks, 3 days and 22 hours: client-0 goes online
INFO:16 weeks, 3 days and 22 hours: client-0 goes offline
INFO:16 weeks, 5 days and 1 hour: client-0 goes online
INFO:16 weeks, 5 days and 4 hours: client-0 goes offline
INFO:16 weeks, 5 days and 16 hours: client-0 goes online
INFO:16 weeks, 5 days and 19 hours: client-0 goes offline
INFO:16 weeks, 6 days and 11 hours: client-0 goes online
INFO:16 weeks, 6 days and 20 hours: client-0 goes offline
INFO:17 weeks, 9 hours and 29 minutes: client-0 goes online
INFO:17 weeks, 13 hours and 8 minutes: client-0 goes offline
INFO:17 weeks, 14 hours and 48 minutes: client-0 goes online
INFO:17 weeks, 20 hours and 33 minutes: server-6 fails
INFO:17 weeks, 21 hours and 21 minutes: client-0 goes offline
INFO:17 weeks, 23 hours and 2 minutes: server-6 recovers
INFO:17 weeks, 23 hours and 2 minutes: server-6 recovers
INFO:17 weeks, 23 hours and 2 minutes: server-6 goes online
INFO:17 weeks, 1 day and 27 minutes: client-0 goes online
INFO:17 weeks, 1 day and 32 minutes: BlockBackupComplete from client-0 to server-6
INFO:17 weeks, 1 day and 32 minutes: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:17 weeks, 1 day and 32 minutes: server-6: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:17 weeks, 1 day and 2 hours: client-0 goes offline
INFO:17 weeks, 1 day and 5 hours: server-1 fails
